UserID,WindowID,Split,JobTitle
1940,6,Train,Teachers Assistant
1940,6,Train,Assistant Project Manager
1940,6,Train,Intern for the Director of Research
2089,6,Train,Legal Records/Receptionist/Office Assistant
2089,6,Train,Customer Support Specialist
2089,6,Train,Legal Assistant
2089,6,Train,Legal Assistant / Real Estate Post Closer
2187,6,Train,IT Systems Engineer SR
2187,6,Train,Application Systems Analyst/Programmer IV
2187,6,Train,I/S Manager 1/II
2187,6,Train,Mainframe Hardware Support
2187,6,Train,Field Engineer
2187,6,Train,Telecom Support Rep
2195,6,Train,Information Specialist
2195,6,Train,Finance Intern
2287,6,Train,Technical Support
2287,6,Train,"Computer Technician, Team Lead"
2364,6,Train,Human Resources/Office Lead
2364,6,Train,Sales/Executive Assistant
2364,6,Train,Human Resources Lead/iTunes Email Support
2364,6,Train,Marketing/Administrative Assistant
2364,6,Train,Sales Coordinator
2364,6,Train,Administrative Assistant
2364,6,Train,Financial Trade Associate
2448,6,Train,Reach forklift operator
2448,6,Train,Associate
2448,6,Train,Millwork Specialist
2448,6,Train,Owner/operator
2448,6,Train,Shop foreman for residential/commercial/industrial paint company
2626,6,Train,Office Manager/Executive Assistant
2822,6,Train,Project Manager
2822,6,Train,Principal Business Services
2822,6,Train,Housekeeping Manager
2822,6,Train,Housekeeping Supervisor
3096,6,Train,Collector
3096,6,Train,Property Manager
3109,6,Train,Socially Engaged Marketing
3109,6,Train,International Logistics Coordinator
3109,6,Train,General Manager
3109,6,Train,Shop Manager  (Contract)
3109,6,Train,Field Supervisor
3156,6,Train,Sales Specialist in the Home Theatre Department
3156,6,Train,Line Assistant
3156,6,Train,General Food Service Worker
3156,6,Train,St. John Senior Community
3247,6,Train,Senior Design Project
3446,6,Train,Traveling nurse
3446,6,Train,Medical assistant worked at primary care office
3446,6,Train,customer service after 4 weeks due to delivering Excellent communication skills
3446,6,Train,second level lab assistant
3446,6,Train,phlebotomist and medical lab technician
3446,6,Train,Medical assistant
3480,6,Train,Janitor
3531,6,Train,Executive Assistant/Office Manager
3531,6,Train,Active Duty Member/Boatswains Mate
3572,6,Train,Sales Associate
3572,6,Train,Server
3671,6,Train,Personal Assistant/Physical Therapist
3671,6,Train,Certified Nurse Aide
3671,6,Train,Customer Service Rep
3671,6,Train,Data Collections Coordinator
3671,6,Train,Unit Clerk/ Health Unit Coordinator
3671,6,Train,Human Resource Assistant
3795,6,Train,Receptionist
3795,6,Train,Retail Salesperson
3795,6,Train,Cashier
3832,6,Train,4th year Extern
3832,6,Train,Graduate Clinician
3832,6,Train,Graduate clinician
3859,6,Test,Sr. Operations Clerk II/Retention Claims Representative
3859,6,Test,Customer Service /Online Banking Representative
3859,6,Test,Accounts Payable Clerk
3885,6,Train,"Inbound Sales calls, Customer Service"
3885,6,Train,Quality Inspector
3885,6,Train,oTeam Leader
3885,6,Train,Receptionist
3998,6,Train,Billing Cash Poster
3998,6,Train,Billing/Shared Services/Cash Porter
3998,6,Train,Quality Assurance-Special Technician
3998,6,Train,Office Administration/Technician
3998,6,Train,Sales and Service Representative
3998,6,Train,Training preparation to pursue
4043,6,Train,Substitute Teacher
4043,6,Train,Commuter Representative
4043,6,Train,Student Teacher
4043,6,Train,Observed behavior management
4043,6,Train,Hospitality Assistant
4043,6,Train,Child Development Program
4089,6,Train,Caretaker
4089,6,Train,Warehouse Associate
4089,6,Train,Assistant Teacher
4089,6,Train,Assistant
4089,6,Train,Assistant Mgr
4109,6,Train,Best Computer Tech - Mobile PC Technician
4109,6,Train,Mobile PC Technician
4109,6,Train,Tire Technician
4109,6,Train,Crew Member
4109,6,Train,Took inbound customer service and sales calls
4109,6,Train,Loss Mitigation Specialist
4109,6,Train,Store Manager
4130,6,Train,FIELD SERVICE MANAGER
4130,6,Train,CUSTOMER SERVICE RAMP AGENT
4130,6,Train,SITE TECHNICIAN
4345,6,Train,Contractor
4345,6,Train,Server
4457,6,Train,Cutter Operator
4457,6,Train,Bindery/Cutter Operator
4457,6,Train,Temporary assignments
4457,6,Train,Customer Service
4459,6,Train,General Manager
4459,6,Train,Accounting Clerk
4459,6,Train,Logistics Manager
4459,6,Train,Internal Auditor
4466,6,Train,Lab Technician  (Temporary Contract)
4466,6,Train,Associate
4466,6,Train,Lawn Manager
4466,6,Train,Associate Trainer
4529,6,Train,Guest Services Represented
4529,6,Train,Receptionist
4611,6,Train,Customer Service Representative
4611,6,Train,Photographer
4611,6,Train,Shift Manger
4611,6,Train,Shift Manager
4611,6,Train,Cashier
4760,6,Train,Dispatcher
4760,6,Train,Patient Care Technician
4760,6,Train,Certified Patient Care Assistant
4818,6,Train,Shipping & Receiving Clerk Team Leader
4818,6,Train,Main Warehouse Group Leader
4818,6,Train,Shipping & Receiving Clerk
4974,6,Train,Part-time Mobile Consultant
4974,6,Train,Part-time Sales Associate
4974,6,Train,Team Leader
5015,6,Train,Distributor
5015,6,Train,Line operator
5015,6,Train,Cashier
5015,6,Train,General associate
5015,6,Train,Production line associate
5052,6,Train,Substitute teacher
5052,6,Train,Salon Leader / Hairstylist
5052,6,Train,Substitute Cosmetology Instructor
5052,6,Train,Cosmetology Instructor
5052,6,Train,Heart Monitor Tester
5052,6,Train,Mail Clerk
5062,6,Train,Regional Sales Director
5062,6,Train,Area Sales Manager
5062,6,Train,Marketing Area Manager
5062,6,Train,Marketing Sales Manager
5062,6,Train,Marketing Support
5062,6,Train,Assignment Editor (Paid Internship)
5062,6,Train,Marketing Manager
5062,6,Train,Retail Manager
5062,6,Train,Flight Attendant
5124,6,Train,Manufacturing Technician
5210,6,Train,OWNER
5210,6,Train,VICE PRESIDENT - SALES -EASTERN US
5210,6,Train,NATIONAL SALES MANAGER-BUILDING PRODUCTS
5210,6,Train,SALES REPRESENTATIVE
5210,6,Train,management positions
5231,6,Train,Customer Services Representative
5231,6,Train,Financial Services Representative II
5231,6,Train,Member Services Representative III
5255,6,Train,Front Desk Agent
5255,6,Train,Public Relations Intern
5255,6,Train,Sales and Service Representative
5255,6,Train,Lead Cashier
5255,6,Train,Telephone Researcher
5330,6,Train,Test Stand Technician
5330,6,Train,Electrical Technician
5330,6,Train,Electronic Bench Repair Technician
5380,6,Train,Sales Associate
5380,6,Train,Film Crew
5380,6,Train,Seasonal Associate
5496,6,Train,Mechanical Engineering Intern
5496,6,Train,MSOE Student New Development Technician
5496,6,Train,MSOE Student Refurbish Team
5703,6,Train,Provider Data Administrator
5703,6,Train,Account Representative
5703,6,Train,Consumer Advisor
5703,6,Train,Customer Service Representative
5703,6,Train,Shift Mgr
5749,6,Train,Customer Service/ Tech Support/ Sales
5749,6,Train,Sales / Customer Service
5749,6,Train,Marketing / Sales
5749,6,Train,Front End Manager / Cashier
5749,6,Train,Interior Design Internship
5749,6,Train,Cashier / Customer Service Associate / Sales Associate
5758,6,Train,IT Support
5758,6,Train,PC Technician
5758,6,Train,"admin rights, transfer data, reset passwords add clients"
5887,6,Train,Director
5887,6,Train,"Administrative Assistant to the Corporate Director, Manager"
5916,6,Train,Receptionist
5916,6,Train,Sales Associate
5916,6,Train,Group Supervisor
5916,6,Train,Local Daycare Volunteer
6051,6,Train,Pharmacy Tech Customer Service Representative
6051,6,Train,Food Service Worker II/ Hostess
6161,6,Train,Customer Service
6161,6,Train,Customer Service Rep
6161,6,Train,Administrative Assistant
6161,6,Train,Residential Counselor
6161,6,Train,Assistant Lane Technician
6161,6,Train,Parking Attendant/Cashier
6161,6,Train,Machine Operator
6161,6,Train,Salesperson
6184,6,Train,Associate in Louisiana Medicaid Department
6184,6,Train,File Clerk
6184,6,Train,Sales Associate
6184,6,Train,Concession Worker/Ticket Seller
6211,6,Train,Accounts Payable Supervisor
6228,6,Train,Owner & Operator
6228,6,Train,Clerical Office Assistant
6228,6,Train,"Zone Leader, July 2005 - August 2006"
6228,6,Train,Owner
6378,6,Train,Office Manager
6378,6,Train,Business Office Manager
6378,6,Train,Administration and Office Specialist
6378,6,Train,Directory Assistance Operator/Service Assistant Supervisor
6378,6,Train,Direct Care Counselor
6495,6,Train,General Laborer
6642,6,Train,Utility Worker
6642,6,Train,Building Service project crew porter
6642,6,Train,Support Associate
6642,6,Train,Assistant Basketball Coach
6642,6,Train,Building Services Porter
6642,6,Train,BOBST Machine Operator
6642,6,Train,Grill cook/waiter
6642,6,Train,Laborer
6660,6,Train,Certified Nursing Assistant
6680,6,Train,Assistant District Supervisor
6680,6,Train,Program Director
6680,6,Train,Parole Agent
6768,6,Train,operator. Cnc Edm
6768,6,Train,CNC WEDM Operator
6776,6,Train,Cashier
6776,6,Train,Cashier/Cook
6776,6,Train,Student Trainer
6776,6,Train,Student Athletic Trainer
6776,6,Train,Customer Sales Representative
6816,6,Train,Child care
7013,6,Train,Voice-Actor/Motivational Speaker
7013,6,Train,Stock Photography Model/Actor
7013,6,Train,Managing Partner
7013,6,Train,Executive General Manager
7013,6,Train,Owner/Operator/Events/Marketing
7084,6,Train,Collection/ Legal Manager
7084,6,Train,Collection Representative -P/T
7084,6,Train,Network Integration Specialist/ Field Service Supervisor
7084,6,Train,Owner/ Operator
7167,6,Train,Sr. Financial Analyst
7167,6,Train,Property Specialist
7167,6,Train,Interim Area Financial Analyst
7167,6,Train,Area Financial Analyst
7167,6,Train,Billing Staff Accountant
7167,6,Train,Accounts Receivable Team Leader
7167,6,Train,Unapplied Cash Team Member
7167,6,Train,Account Manager/Team Leader
7167,6,Train,Account Manager/New Account Coordinator
7194,6,Train,Online Data Manager
7194,6,Train,Developer
7194,6,Train,Computer Technology Instructor
7194,6,Train,System Testing & Development
7194,6,Train,Logistics Specialist
7311,6,Train,Date Entry- Reverse Mortgage Loan Specialist
7311,6,Train,Data Entry - Temporary
7313,6,Train,Bartender- Server-Shift Leader
7313,6,Train,Upward Football and Basketball Coach (Volunteer)
7313,6,Train,Student Teaching
7313,6,Train,Bartender-Server-Corporate Trainer
7313,6,Train,Head Server-Assistant Manager
7460,6,Train,Teller 2
7460,6,Train,Book Seller/ Café Supervisor
7460,6,Train,"Medical Assistant, DR. Kim Woods/Yvette Ortiz"
7460,6,Train,Unit Clerk
7463,6,Train,Realtor
7463,6,Train,Merchandiser
7463,6,Train,Owner/Operator
7463,6,Train,Bank Staff Auditor
7463,6,Train,all the duties of Customer Service
7463,6,Train,"Departments of Bookkeeping, Proof & Teller"
7660,6,Train,Computer Lab Assistant
7660,6,Train,Computer Specialist
7660,6,Train,Photographic Specialist
7660,6,Train,Marquis Cabinet Finishing
7981,6,Train,"Open shop, Prepare food, Cook food, Serve Food"
8034,6,Train,Clerical Support
8034,6,Train,Cashier/Sales clerk
8121,6,Train,Purchasing and Safety Officer
8121,6,Train,Technician
8121,6,Train,Apprentice Technician
8121,6,Train,Director
8209,6,Train,UNIT MANAGER
8209,6,Train,Florist
8209,6,Train,COLLEGE NURSE
8209,6,Train,EVENING CHARGE NURSE
8236,6,Train,Manager
8236,6,Train,Finance Systems Analyst
8236,6,Train,SAP R/3 CO Consultant
8267,6,Train,Office Assistant
8291,6,Train,Insurance assistant
8291,6,Train,Parcel Assistant
8291,6,Train,Customer Service/Delivery Supervisor
8291,6,Train,Mail Processor/Distribution Clerk
8291,6,Train,Enlisted Airman/NCO
8291,6,Train,Security and Law Enforcement Specialist
8304,6,Train,Maintenance Mechanic
8304,6,Train,Maintenance Mechanic/Electrician
8304,6,Train,Machine operator
8304,6,Train,"Maintenance Mechanic, Class A Bracket"
8321,6,Train,Owner / Contract Bookkeeper
8321,6,Train,Full Charge Bookkeeper / Basic Tax Return Preparer
8335,6,Train,Cashier
8335,6,Train,Dental Assistant
8335,6,Train,P. Maddox Jr
8347,6,Train,Customer Care Representative
8347,6,Train,Director of Admissions/Senior Admissions Rep
8478,6,Train,Server
8478,6,Train,Sales Associate
8478,6,Train,Sandwich maker and Food Expediter
8478,6,Train,Customer Service
8540,6,Train,Human Resource Representative
8540,6,Train,Volunteer
8540,6,Train,Program Assistant
8540,6,Train,Assistant Manager
8540,6,Train,Customer Service Representative
8586,6,Train,DRIVER
8586,6,Train,Clerk
8712,6,Train,SUBSTITUTE TEACHER
8712,6,Train,MARKETING ASSOCIATE
8712,6,Train,GRASSROOTS MARKETING COORDINATOR
8712,6,Train,DATA COORDINATOR
8712,6,Train,PUBLIC RELATIONS/ MARKETING INTERN
8830,6,Train,Project Engineer
8830,6,Train,Factory Worker
8830,6,Train,Designer
8830,6,Train,Picker
8830,6,Train,Telephone Interviewer
8830,6,Train,Cook
8867,6,Train,Data entry of patient demographics
9008,6,Train,"Principal of Runway Traders, LLC"
9008,6,Train,Operations and Product Manager
9008,6,Train,Research Assistant
9008,6,Train,Bond and Stock Market Analyst
9008,6,Train,Key Account Manager
9008,6,Train,Assistant to Project Director
9054,6,Test,Grocery Clerk
9061,6,Train,Sign Maker
9061,6,Train,Backroom Worker
9061,6,Train,Goods Processor
9061,6,Train,Dental Assistant
9149,6,Train,Research Associate
9149,6,Train,Data Analyst
9149,6,Train,Engineering Trainee
9149,6,Train,Summer Intern
9213,6,Train,Intern
9213,6,Train,Office Assistant
9213,6,Train,Sales floor
9335,6,Train,Production Planner
9335,6,Train,Grommet Press operator and forklift driver
9335,6,Train,Framer
9408,6,Train,Scheduler
9408,6,Train,Served as paraprofessional and interim care coordinator
9408,6,Train,liaison between staff and patients
9411,6,Train,Human Resources Administrator Decore
9411,6,Train,Human Resources Generalist
9411,6,Train,Purchasing Clerk
9411,6,Train,Accounting Clerk
9526,6,Train,Administrative Assistant
9526,6,Train,Administrative Assistance
9526,6,Train,Sales Associate/Stock Clerk
9565,6,Test,Manager
9565,6,Test,Production Worker
9604,6,Train,Central Receiving Clerk
9604,6,Train,Inside Sales Clerk
9640,6,Train,Research Leader
9640,6,Train,Counselor
9640,6,Train,Co-Author
9640,6,Train,Coach
9784,6,Train,Retail Deficiency Analyst
9784,6,Train,Real Estate Specialist
9784,6,Train,Accounts Receivable Representative
9784,6,Train,Home Mortgage Consultant
9784,6,Train,Insurance Sales Representative
9784,6,Train,"Four-year letter winner, Senior captain"
9784,6,Train,"Student worker, baseball equipment manager"
9891,6,Train,Assistant Manager
9891,6,Train,solution lab as Tech Lead
9891,6,Train,senior software engineer
9891,6,Train,Software Engineer
9891,6,Train,HP as a Consultant engineer
9937,6,Train,Overnight Support Manager
9937,6,Train,Wireless Associate
9937,6,Train,Electronics Sales Associate
10053,6,Train,Cashier/Instocks
10097,6,Train,Senior Design
10097,6,Train,Retail Consultant
10097,6,Train,Sales/Store Manager
10097,6,Train,Sales Representative
10139,6,Train,Architectural Draftsman
10139,6,Train,Project Manager & Designer
10250,6,Train,Administrative Assistant
10297,6,Train,Brigade Command Sergeant Major
10297,6,Train,Senior Military Instructor
10297,6,Train,First Sergeant U.S. Army
10297,6,Train,Platoon Sergeant U.S. Army
10310,6,Train,Assistant Warehouse Manager
10310,6,Train,Truck Driver
10310,6,Train,Delivery Driver
10349,6,Train,Managing Partner / Sales
10349,6,Train,MANAGING PARTNER/DIRECTOR OF SALES
10349,6,Train,FOOD AND BEVERAGE MANAGER
10349,6,Train,MANAGING PARTNER/DIRECTOR OF OPERATIONS
10349,6,Train,FOOD AND BEVERAGE SALES DIRECTOR
10349,6,Train,ASSISTANT GENERAL MANAGER
10378,6,Train,I.T. Manager
10378,6,Train,Intelligence Specialist
10378,6,Train,Assistant Network Administrator
10378,6,Train,Combat Intelligence Specialist
10498,6,Train,Server
10498,6,Train,Extern
10498,6,Train,Administrative Assistant
10498,6,Train,Hostess
10508,6,Train,Crew Member
10508,6,Train,Food Service Assistant
10508,6,Train,Cook on occasions
10513,6,Train,Front Desk Agent/ Customer Service - Guest Services
10513,6,Train,Front Desk Agent - Assist
10513,6,Train,Lead Guest Service/ customer service clerk
10513,6,Train,Cashier
10513,6,Train,Hotel Housekeeping
10513,6,Train,Caregiver
10515,6,Train,Sales Associate
10515,6,Train,Housekeeping and Maintenance of theatres and lobby
10515,6,Train,Team Member
10515,6,Train,Shoe Team Leader
10533,6,Train,Director of Nursing
10533,6,Train,Director of whole operation of standards practice
10533,6,Train,MDS/Patient Care Coordinator
10533,6,Train,RN Supervisor
10533,6,Train,RN Supervisor (Evening)
10533,6,Train,LVN-Charge Nurse
10564,6,Train,Receptionist
10564,6,Train,Waiter
10564,6,Train,Hostess
10610,6,Train,Territory Manager
10610,6,Train,President/Co-Owner
10610,6,Train,Strategic Accounts Representative
10610,6,Train,Retail Store Manager/Buyer
10741,6,Train,Zone Collector
10741,6,Train,Accounts Receivable Specialist
10741,6,Train,Catering Manager
10741,6,Train,Accounts Receivable Supervisor
10790,6,Train,Medical Assistant
10790,6,Train,Camera Operator
10881,6,Train,Internal Auditor
10915,6,Train,Army Engineer Officer
10915,6,Train,Museum Curator
10915,6,Train,Iraq and program manager
10944,6,Test,Optometric Technician
10951,6,Train,Administrative Assistant
10951,6,Train,Healthcare Assistant
10951,6,Train,Marketing Representative
10998,6,Train,"Senior Clerk-Typist, Human Resources Division"
10998,6,Train,Customer Service Representative (temporary)
10998,6,Train,Customer Service Rep/Trainer
10998,6,Train,"Customer Care Representative, Technical Support"
11021,6,Train,Bartender
11021,6,Train,Asst. Grocery Manager
11021,6,Train,Party Server
11021,6,Train,Assistant Store Manager
11129,6,Train,Mentor
11129,6,Train,Para-educator
11129,6,Train,Clerical/Data Entry Assistant
11129,6,Train,Teacher/Volunteer
11288,6,Train,Underwriting Supervisor
11288,6,Train,Trainer/Quality Control Analyst
11288,6,Train,Assistant Underwriter II
11288,6,Train,Program Manager
11288,6,Train,Realtor
11288,6,Train,Launch Coordinator
11288,6,Train,Technical Program Coordinator
11322,6,Train,Traveling Notary Public/Signing Agent
11365,6,Train,Records Center Assistant
11365,6,Train,Medical Records Clerk - Worked
11365,6,Train,Medical Records Clerk
11365,6,Train,Medical Records Clerk - Working
11405,6,Train,Administrative Asst
11405,6,Train,"Word Processor and Graphics, Admin/Clerical"
11405,6,Train,Word Processor
11405,6,Train,Puerto Rico
11405,6,Train,word processor
11405,6,Train,Other temporary agencies
11405,6,Train,Telex Operator/Office Service
11405,6,Train,Communications Specialist
11405,6,Train,Telex Operator
11439,6,Train,Office Assistant
11439,6,Train,Team Member
11439,6,Train,Service Advisor
11439,6,Train,Physical Therapy Aide Volunteer
11446,6,Train,Blade Team Manager
11446,6,Train,MARKETING REPRESENATIVE AND OFFICE MANAGER
11446,6,Train,TELESALES
11446,6,Train,VETERINARY ASSISTANT
11446,6,Train,REAL ESTATE SALES AND LENDING COORDINATOR
11643,6,Train,"Event Staff, Athletics"
11643,6,Train,Domestic Violence Clinic Volunteer
11655,6,Train,Office Assistant
11676,6,Train,Partner
11676,6,Train,Regional Project Manager
11676,6,Train,Operations Director/President
11676,6,Train,Contract Project Manager
11981,6,Train,"Wells Fargo Trust and Wealth Management, Summer Internship"
11981,6,Train,"Permanent Team Captain, All-Conference Punter"
11981,6,Train,Assisting
11981,6,Train,Assisting Wilmington Law Enforcement in giving a deserving
12245,6,Train,"Excel, Word, Data Entry"
12245,6,Train,Sales Associate
12245,6,Train,Senior Key Holder
12253,6,Train,Data Entry/QA
12253,6,Train,Data Entry
12253,6,Train,Report directly to manager
12274,6,Train,Executive Assistant
12274,6,Train,Volunteer & Teen Leader
12274,6,Train,Former President
12280,6,Train,Operations Manager
12280,6,Train,Suppliers Relations Manager
12280,6,Train,Suppliers Relations Associate
12280,6,Train,Warehouse Operator
12323,6,Train,Finance Retail Reporting Analyst
12323,6,Train,Sourcing/Costing Intern
12323,6,Train,Football Operations Intern
12323,6,Train,Accounting Assistant
12323,6,Train,"Human Resource Intern, NIKE division"
12407,6,Train,Taking care of residents by assisting
12407,6,Train,Program Technician
12407,6,Train,Key Holder
12407,6,Train,House Keeping
12407,6,Train,Shift leader
12446,6,Train,Line Cook
12555,6,Train,Guest Service Operations Manager
12555,6,Train,Sales
12558,6,Train,Inside Sales Associate
12558,6,Train,Claims Specialist 2
12558,6,Train,Marketing
12634,6,Train,Volunteer Office Clerk
12634,6,Train,Clerk
12634,6,Train,Cashier
12667,6,Train,Test Engineer
12667,6,Train,Senior Systems Operator
12725,6,Train,Case Manager/Registered Nurse
12725,6,Train,Registered Nurse/Night Shift Supervisor
12725,6,Train,Case Manager/Supervisor/Registered Nurse
12725,6,Train,Registered Nurse/Licensed Practical Nurse
12796,6,Train,Front Office Manager
12796,6,Train,Territory Supervisor
12796,6,Train,Store Manager
12920,6,Train,Pharmacy Manager
12961,6,Train,Server
12961,6,Train,Lifeguard
12961,6,Train,Hostess
13101,6,Train,Restaurant Manager
13101,6,Train,Assistant Manager
13255,6,Train,Assistant Director
13255,6,Train,Receptionist/Graphic Artist
13255,6,Train,Customer Service Representative
13255,6,Train,To-Go Server/Hostess/Bartender/Server
13255,6,Train,Associate Trainer
13269,6,Train,Daycare Owner
13269,6,Train,Data Entry/ Verification Specialist
13344,6,Train,Shipping Lead Management
13344,6,Train,General Mechanic
13411,6,Train,"Substitute Teacher, Elementary and Secondary Grades"
13411,6,Train,"Student Teacher, 9th,  11th Grade"
13411,6,Train,Paralegal
13411,6,Train,"Substitute Teacher, Various Grades"
13411,6,Train,Judge's Assistant
13411,6,Train,Student Tutor
13415,6,Train,Library Assistant
13415,6,Train,Customer Service
13415,6,Train,Cashier
13447,6,Train,Chair
13537,6,Train,Store Manager
13537,6,Train,I STARTED AS A REGULAR CREW MEMBER AT MCDONALD'S IN JANUARY OF 1995
13537,6,Train,Grill Manager
13542,6,Train,Creditor Liaison
13542,6,Train,Credit Counselor
13542,6,Train,Assessment Counselor
13542,6,Train,Creditor Relations Specialist
13542,6,Train,Customer Service Representative
13542,6,Train,Skip Tracer / Debt Collector
13631,6,Train,Being a daycare assistant
13631,6,Train,Collections Agent
13631,6,Train,Cashier
13661,6,Train,Night Shift Cook and Closer
13661,6,Train,Cook
13691,6,Train,Tutor
13691,6,Train,Personal Office Assistant
13927,6,Train,Teacher
13927,6,Train,Student
13927,6,Train,Study/Internship
14145,6,Train,Editor-in-chief
14145,6,Train,Fill in cashier
14145,6,Train,Features Editor
14145,6,Train,Customer service
14198,6,Train,Senior Sales
14198,6,Train,Member
14198,6,Train,Area Sales Manager for Carolina
14358,6,Train,Project Administrator
14358,6,Train,Field Office Administrator
14358,6,Train,Office Automation
14358,6,Train,Legal Secretary
14358,6,Train,Stock Loan Analyst
14363,6,Train,Please view resume- site not allowing me to implement work experience
14381,6,Train,Customer Service Representative
14381,6,Train,Human Resources Supervisor
14381,6,Train,Consultant
14381,6,Train,Cashier
14401,6,Train,customer care representative
14401,6,Train,interviewer
14401,6,Train,Waitress/Cashier
14401,6,Train,Waitress/hostess
14401,6,Train,Customer Service Representative
14401,6,Train,Customer Service Representatives
14401,6,Train,Counter help/Cashier
14456,6,Train,Plant Operator
14542,6,Train,Local Area Expert/Concierge
14542,6,Train,Guest Services Agent
14542,6,Train,Executive Assistant & Corporate Service
14677,6,Train,Assembler
14677,6,Train,Building Engineer
14677,6,Train,Heavy Equipment Operator
14677,6,Train,Mail Sorter
