UserID,JobID,label,City,State
4466,371870,0,0,0
4466,956534,0,0,0
4529,458860,1,0,1
4529,478251,1,0,1
4529,81719,1,0,1
4529,901786,1,0,1
4529,697888,0,0,0
4529,428103,0,0,0
4529,1039678,0,0,1
4529,537110,0,0,0
4611,494415,1,0,0
4611,965707,0,0,0
4760,852907,1,0,0
4760,179251,0,0,1
4818,670911,1,0,0
4818,876946,1,0,0
4818,794601,1,0,0
4818,927911,1,0,1
4818,404018,0,0,1
4818,817874,0,0,0
4818,207101,0,0,1
4818,103599,0,0,1
4974,253860,1,0,1
4974,1010392,1,0,0
4974,476336,0,0,0
4974,813803,0,0,1
5015,207015,1,1,1
5015,753538,1,0,0
5015,1096061,0,0,1
5015,666670,0,0,0
5052,803180,1,0,1
5052,1092252,0,0,0
5062,943171,1,0,1
5062,1115667,0,0,0
5124,450426,1,0,0
5124,870867,0,0,0
5210,185214,1,0,0
5210,317226,1,0,1
5210,835453,0,0,1
5210,152311,0,0,0
5231,273452,1,0,1
5231,464464,0,0,0
5255,257888,1,0,0
5255,508865,1,0,0
5255,680169,0,1,1
5255,475627,0,0,0
5330,633989,1,0,1
5330,1086472,0,0,0
5380,53536,1,0,1
5380,911648,1,0,0
5380,977706,0,0,1
5380,874539,0,0,0
5496,314157,1,0,0
5496,191544,1,0,0
5496,928179,1,0,0
5496,316914,1,0,0
5496,40458,0,0,0
5496,65728,0,0,0
5496,850546,0,0,0
5496,1115805,0,0,0
5703,361970,1,1,1
5703,668592,0,0,0
5749,475418,1,0,0
5749,797430,1,0,1
5749,219461,0,0,1
5749,1049667,0,0,0
5758,743396,1,1,1
5758,250159,1,0,0
5758,743513,0,1,1
5758,429172,0,0,0
5887,457133,1,1,1
5887,566536,0,0,0
5916,468079,1,0,1
5916,784828,0,0,0
6051,612647,1,0,0
6051,606703,0,1,1
6161,817969,1,0,0
6161,933843,1,0,0
6161,863214,1,0,0
6161,219039,0,1,1
6161,176709,0,1,1
6161,187772,0,1,1
6184,920884,1,0,0
6184,1049972,1,0,1
6184,195608,0,0,0
6184,1027882,0,1,1
6211,615165,1,0,0
6211,556444,0,0,1
6228,213928,1,0,0
6228,34806,1,0,0
6228,225529,1,0,0
6228,813856,1,0,0
6228,329742,0,0,0
6228,973104,0,0,0
6228,601355,0,0,0
6228,610473,0,0,0
6378,851237,1,0,1
6378,157240,0,0,1
6495,244106,1,0,0
6495,573755,1,0,1
6495,224764,0,0,0
6495,567457,0,0,1
6642,430093,1,0,0
6642,293282,0,0,1
6660,328385,1,1,1
6660,402855,0,0,0
6680,296678,1,1,1
6680,583093,1,1,1
6680,740182,0,0,0
6680,639888,0,0,0
6768,161968,1,0,0
6768,567487,1,0,0
6768,561575,1,0,0
6768,598063,1,0,0
6768,189782,0,0,0
6768,830681,0,0,0
6768,519262,0,0,0
6768,275277,0,0,1
6776,371208,1,1,1
6776,765755,1,0,0
6776,561355,1,1,1
6776,196,1,1,1
6776,156850,0,0,0
6776,951117,0,0,0
6776,568726,0,1,1
6776,593400,0,0,0
6816,740920,1,0,0
6816,1095490,1,0,0
6816,678426,0,1,1
6816,485149,0,1,1
7013,643239,1,0,0
7013,504740,0,1,1
7084,1070784,1,0,1
7084,278620,1,0,0
7084,975863,0,0,0
7084,730288,0,0,1
7167,1051953,1,0,1
7167,398596,1,0,0
7167,698346,1,0,1
7167,538325,1,0,0
7167,427836,0,0,1
7167,675060,0,0,0
7167,767876,0,0,0
7167,956752,0,0,1
7194,528755,1,0,0
7194,389982,1,0,1
7194,1031505,0,0,0
7194,179461,0,0,0
7311,314156,1,0,1
7311,934058,1,0,1
7311,312105,1,0,1
7311,966403,0,0,0
7311,597766,0,0,1
7311,694043,0,0,0
7313,776638,1,0,0
7313,498751,1,0,1
7313,516450,0,0,0
7313,187473,0,0,1
7460,629222,1,0,0
7460,208784,0,0,1
7463,137346,1,0,1
7463,279794,0,0,0
7660,493447,1,0,0
7660,885455,1,0,0
7660,946836,1,0,0
7660,991792,1,0,0
7660,25414,0,0,0
7660,285796,0,0,1
7660,1101155,0,0,0
7660,757292,0,0,0
7981,999858,1,0,0
7981,351816,1,1,1
7981,128993,0,0,0
7981,367177,0,1,1
8034,695219,1,0,1
8034,806241,0,0,0
8121,314026,1,0,0
8121,469997,1,0,0
8121,532833,0,0,0
8121,258446,0,0,0
8209,638554,1,0,0
8209,598697,0,0,1
8236,1093484,1,0,0
8236,679590,0,1,1
8267,371873,1,0,1
8267,69402,1,0,0
8267,909218,1,0,1
8267,649386,1,0,1
8267,884120,0,0,0
8267,732865,0,0,0
8267,1009273,0,0,1
8267,255074,0,0,0
8291,450025,1,0,0
8291,590247,1,0,0
8291,585240,1,0,1
8291,304897,0,0,0
8291,125355,0,0,1
8291,1047729,0,0,0
8304,753524,1,0,1
8304,1042292,1,0,0
8304,924913,0,0,1
8304,771837,0,0,1
8321,857278,1,0,1
8321,239418,1,0,0
8321,345508,1,0,1
8321,255542,0,0,1
8321,941888,0,0,1
8321,467890,0,0,0
8335,275307,1,0,0
8335,920355,1,0,1
8335,618008,1,0,1
8335,1076996,0,0,0
8335,825713,0,0,1
8335,258833,0,0,0
8347,823084,1,0,0
8347,57325,0,1,1
8478,781089,1,0,0
8478,144578,0,0,1
8540,400521,1,0,1
8540,240630,1,0,0
8540,514573,1,0,0
8540,520886,1,0,1
8540,280935,0,0,0
8540,704084,0,0,1
8540,498827,0,0,1
8540,391467,0,0,0
8586,371270,1,0,1
8586,1067735,0,0,0
8712,373482,1,0,0
8712,779410,1,0,0
8712,708785,0,0,0
8712,668808,0,0,1
8830,753610,1,0,0
8830,1025702,0,0,0
8867,646309,1,0,1
8867,648214,0,0,0
9008,798480,1,0,0
9008,275333,1,0,1
9008,842069,0,0,1
9008,62715,0,0,0
9054,196622,1,0,0
9054,323276,1,0,0
9054,840722,1,0,0
9054,563473,1,0,1
9054,431122,0,0,0
9054,1073439,0,0,1
9054,135149,0,0,1
9054,188782,0,0,0
9061,949818,1,1,1
9061,846062,1,0,0
9061,459310,1,0,1
9061,1055,1,0,0
9061,850517,0,0,0
9061,797787,0,0,1
9061,624113,0,0,0
9061,189496,0,0,1
9149,746959,1,0,1
9149,1014023,0,0,0
9213,974458,1,0,1
9213,28385,1,0,0
9213,582234,0,0,0
9213,589357,0,0,1
9335,904289,1,0,0
9335,892606,0,0,1
9408,226859,1,1,1
9408,994448,1,0,0
9408,486378,0,0,0
9408,424805,0,1,1
9411,254006,1,0,1
9411,999796,0,0,0
9526,964825,1,0,0
9526,295979,0,0,1
9565,1085868,1,0,0
9565,589228,0,0,1
9604,634949,1,0,0
9604,100838,0,0,1
9640,223398,1,0,0
9640,616125,1,0,1
9640,655873,1,0,0
9640,768409,0,0,0
9640,144437,0,0,1
9640,544597,0,0,0
9784,611309,1,0,0
9784,460485,1,0,1
9784,381153,0,0,0
9784,584668,0,0,1
9891,864167,1,0,0
9891,816405,0,0,1
9937,776129,1,0,0
9937,1062464,1,0,0
9937,854817,1,0,1
9937,265552,1,0,0
9937,332056,0,0,0
9937,149306,0,0,1
9937,171550,0,0,1
9937,386378,0,0,1
10053,668559,1,0,0
10053,368174,0,1,1
10097,922361,1,1,1
10097,99671,1,0,0
10097,406644,0,0,0
10097,904475,0,1,1
10139,143934,1,0,1
10139,996131,1,0,0
10139,732787,0,0,0
10139,408459,0,0,1
10250,508865,1,0,0
10250,385149,1,0,0
10250,327444,0,0,0
10250,64040,0,0,0
10297,329563,1,0,1
10297,26216,1,0,1
10297,329572,1,0,1
10297,325894,1,0,1
10297,543757,0,0,0
10297,485486,0,0,0
10297,1014191,0,0,0
10297,991734,0,0,1
10310,550466,1,0,0
10310,942476,1,0,0
10310,1053943,1,0,0
10310,129698,0,1,1
10310,1050175,0,0,0
10310,601759,0,1,1
10349,799158,1,0,0
10349,824256,1,1,1
10349,994036,0,0,1
10349,125450,0,0,0
10378,87636,1,0,1
10378,859637,0,0,0
10498,928041,1,0,1
10498,1111597,0,0,0
10508,785554,1,1,1
10508,188869,1,0,0
10508,583087,1,0,0
10508,957139,0,1,1
10508,210671,0,1,1
10508,394329,0,0,0
10513,627898,1,0,0
10513,345831,0,1,1
10515,708806,1,1,1
10515,1008490,0,0,0
10533,624185,1,0,1
10533,1102231,1,0,0
10533,46632,1,0,0
10533,595488,0,0,1
10533,194497,0,0,0
10533,951105,0,0,1
10564,581804,1,0,0
10564,371743,0,0,1
10610,634838,1,0,0
10610,561208,0,0,1
10741,670549,1,0,0
10741,519415,0,1,1
10790,28002,1,0,1
10790,767946,1,0,0
10790,696183,0,0,0
10790,353298,0,0,1
10881,191939,1,1,1
10881,14950,1,1,1
10881,702925,0,0,0
10881,993526,0,0,0
10915,1098493,1,0,1
10915,30396,1,0,0
10915,1107860,0,0,1
10915,263690,0,0,0
10944,158317,1,0,0
10944,433880,1,0,1
10944,198003,0,0,0
10944,129864,0,0,1
10951,806942,1,0,0
10951,283956,1,0,0
10951,295988,1,1,1
10951,13507,0,1,1
10951,121649,0,0,0
10951,726652,0,0,1
10998,760743,1,0,0
10998,579343,1,0,0
10998,482922,1,0,1
10998,247557,0,0,1
10998,481171,0,0,1
10998,762905,0,0,0
11021,374345,1,0,1
11021,500569,0,0,0
11129,282304,1,0,0
11129,639512,1,0,0
11129,859689,0,0,0
11129,583310,0,0,0
11288,650461,1,0,0
11288,283452,0,0,0
11322,1033275,1,0,0
11322,20356,0,0,1
11365,277421,1,1,1
11365,331212,1,0,0
11365,757663,1,1,1
11365,671459,0,0,0
11365,310203,0,0,0
11365,679055,0,1,1
11405,465731,1,0,0
11405,302115,1,0,0
11405,1046405,1,0,1
11405,339896,1,0,0
11405,239839,0,0,0
11405,460018,0,0,1
11405,281741,0,0,0
11405,692309,0,0,1
11439,361879,1,0,1
11439,1035858,1,0,0
11439,500255,0,0,0
11439,932647,0,0,1
11446,627109,1,0,1
11446,900150,1,0,0
11446,600223,1,0,0
11446,403897,1,0,0
11446,583971,0,0,0
11446,404939,0,1,1
11446,551807,0,1,1
11446,560426,0,1,1
11643,600366,1,0,1
11643,816903,1,0,0
11643,1050616,1,0,1
11643,196570,1,0,0
11643,1086573,0,0,0
11643,295973,0,0,1
11643,772752,0,0,1
11643,637076,0,0,0
11655,627406,1,1,1
11655,296008,1,0,0
11655,371102,0,1,1
11655,925757,0,0,0
11676,774315,1,0,0
11676,197839,0,1,1
11981,73770,1,1,1
11981,373204,1,0,0
11981,1041577,1,0,1
11981,432359,1,1,1
11981,146296,0,0,0
11981,934039,0,0,0
11981,731920,0,0,0
11981,638215,0,1,1
12245,570733,1,0,0
12245,532388,0,0,1
12253,811186,1,1,1
12253,941574,1,0,0
12253,442571,1,0,0
12253,56325,1,0,1
12253,436847,0,0,0
12253,86241,0,0,0
12253,506149,0,1,1
12253,623577,0,1,1
12274,151834,1,0,1
12274,832868,0,1,1
12280,464970,1,0,1
12280,796787,0,0,0
12323,493094,1,0,1
12323,225237,1,1,1
12323,816372,1,0,0
12323,212122,1,0,0
12323,816363,0,0,1
12323,329730,0,0,0
12323,363988,0,0,0
12323,776638,0,1,1
12407,476923,1,0,0
12407,47210,0,0,1
12446,191598,1,1,1
12446,471828,0,0,0
12555,560694,1,1,1
12555,668700,1,0,0
12555,380349,1,1,1
12555,836823,0,1,1
12555,881423,0,0,0
12555,555576,0,0,0
12558,750028,1,0,0
12558,189684,1,0,0
12558,230301,0,0,0
12558,830241,0,0,0
12634,674322,1,0,0
12634,603012,1,0,1
12634,793811,0,0,1
12634,140069,0,0,0
12667,1106383,1,0,0
12667,48677,0,0,1
12725,226811,1,0,1
12725,83504,1,0,0
12725,327536,1,0,1
12725,321959,0,0,0
12725,732856,0,0,1
12725,192660,0,0,0
12796,1024822,1,0,0
12796,671864,1,0,0
12796,596615,0,0,1
12796,428700,0,1,1
12920,1038347,1,0,0
12920,540686,0,0,1
12961,905551,1,0,1
12961,1111263,0,0,0
13101,667483,1,0,0
13101,489489,1,0,1
13101,199105,0,0,1
13101,975017,0,0,0
13255,855296,1,0,0
13255,70920,0,1,1
13269,934648,1,0,0
13269,120700,0,0,1
13344,913096,1,0,0
13344,26519,1,0,0
13344,950570,1,0,0
13344,484182,0,0,1
13344,1035275,0,0,1
13344,342591,0,0,0
13411,248446,1,0,1
13411,861255,0,0,0
13415,855347,1,0,0
13415,188394,1,0,0
13415,267244,1,0,1
13415,980204,1,0,0
13415,233674,0,0,1
13415,64644,0,0,0
13415,109756,0,1,1
13415,442635,0,1,1
13447,786845,1,1,1
13447,877053,0,0,0
13537,560982,1,0,0
13537,312336,0,0,1
13542,1115634,1,0,0
13542,710010,1,0,0
13542,465717,0,0,1
13542,491945,0,0,1
13631,694619,1,0,1
13631,862114,1,0,1
13631,724577,1,0,0
13631,347590,1,0,1
13631,992139,0,0,1
13631,648688,0,0,0
13631,768553,0,0,1
13631,357876,0,0,0
13661,1039824,1,0,0
13661,78181,0,0,1
13691,196570,1,1,1
13691,808815,1,0,0
13691,1036015,0,0,1
13691,462744,0,0,0
13927,326909,1,0,0
13927,36063,0,0,1
14145,81425,1,0,1
14145,377366,0,0,0
14198,823379,1,0,1
14198,996506,0,0,0
14358,214849,1,1,1
14358,992140,0,0,0
14363,730618,1,0,0
14363,726045,0,0,0
14381,270923,1,0,0
14381,1020829,0,0,0
14401,709725,1,1,1
14401,938360,0,0,0
14456,1093083,1,0,0
14456,496271,0,0,0
14542,103256,1,1,1
14542,1104948,0,0,0
14677,1103623,1,0,0
14677,279574,1,0,1
14677,860388,1,0,0
14677,38475,0,0,0
14677,610421,0,0,1
14677,586965,0,0,1
14826,28450,1,0,0
14826,681273,1,0,0
14826,23807,0,0,1
14826,25923,0,0,1
14828,709999,1,0,0
14828,161968,1,0,0
14828,443108,1,0,1
14828,598936,0,1,1
14828,39620,0,0,0
14828,56602,0,0,1
14853,129366,1,0,1
14853,977526,0,0,0
15022,346232,1,0,0
15022,733364,1,1,1
15022,91719,0,0,0
15022,664083,0,1,1
15201,710050,1,0,0
15201,638759,1,0,1
15201,451621,0,0,0
15201,695098,0,0,1
15216,28884,1,0,1
15216,521220,0,0,0
15262,905181,1,0,1
15262,26680,1,0,0
15262,959373,0,0,1
15262,727505,0,0,0
15287,1096874,1,1,1
15287,53697,1,0,0
15287,1014873,0,0,0
15287,54849,0,1,1
15335,549954,1,0,0
15335,549823,1,0,0
15335,299395,0,0,0
15335,1113950,0,0,0
15343,1004996,1,0,0
15343,778753,1,0,0
15343,835743,1,0,0
15343,254683,0,0,1
15343,762554,0,0,1
15343,651808,0,0,1
15389,1078206,1,0,0
15389,279428,1,0,1
15389,846926,1,0,0
15389,627125,1,0,1
15389,780769,0,0,0
15389,488532,0,0,0
15389,161061,0,0,1
15389,709478,0,0,1
15563,782050,1,0,0
15563,128025,0,0,0
15611,679038,1,0,0
15611,1075937,1,1,1
15611,298323,1,1,1
15611,153624,0,0,0
15611,952909,0,0,0
15611,1001663,0,1,1
15653,1086332,1,0,0
15653,276029,0,0,1
15686,134759,1,0,0
15686,952739,1,0,1
15686,203622,1,1,1
15686,661527,0,0,0
15686,127333,0,0,0
15686,788086,0,0,1
15702,216510,1,0,0
15702,191881,0,0,1
15727,475951,1,0,0
15727,572036,1,1,1
15727,615670,1,1,1
15727,129625,0,1,1
15727,855362,0,0,0
15727,699621,0,0,0
15858,577282,1,0,1
15858,497852,0,0,1
15911,1278,1,1,1
15911,163886,0,0,0
15996,922294,1,0,0
15996,559973,1,0,0
15996,500213,1,0,1
15996,6497,0,0,0
15996,187860,0,0,0
15996,705156,0,0,1
16023,85714,1,0,1
16023,269503,1,0,1
16023,1026922,0,0,0
16023,280601,0,0,0
16036,152428,1,1,1
16036,1077114,0,0,0
16315,900495,1,0,0
16315,244778,1,0,0
16315,1014434,1,0,0
16315,888411,0,0,0
16315,666397,0,0,0
16315,703562,0,0,0
16338,552865,1,1,1
16338,481397,1,1,1
16338,643818,0,0,0
16338,819733,0,0,0
16423,528630,1,0,0
16423,691073,1,0,1
16423,1065477,1,0,0
16423,683628,0,0,0
16423,626263,0,1,1
16423,487373,0,1,1
16470,391788,1,0,0
16470,823929,1,1,1
16470,21789,0,1,1
16470,965882,0,0,0
16482,91820,1,1,1
16482,582405,0,0,0
16557,881909,1,0,0
16557,866218,0,1,1
16605,550662,1,0,0
16605,1008506,1,0,0
16605,368209,0,1,1
16605,471417,0,1,1
16707,730777,1,0,0
16707,405611,1,1,1
16707,466156,1,0,1
16707,353491,0,0,0
16707,745912,0,0,1
16707,622117,0,0,0
16750,335559,1,0,1
16750,487361,0,0,0
16753,109407,1,0,1
16753,83811,1,0,1
16753,729821,1,0,0
16753,201904,0,0,1
16753,1048213,0,0,0
16753,1008877,0,0,0
16757,492130,1,0,0
16757,151810,0,0,1
16842,479046,1,1,1
16842,1023467,0,0,0
17024,578449,1,0,0
17024,617367,1,0,0
17024,1076234,1,0,0
17024,264154,0,0,1
17024,185479,0,0,1
17024,261770,0,1,1
17038,697632,1,1,1
17038,322214,0,1,1
17074,58737,1,0,1
17074,897787,0,0,0
17189,675794,1,0,0
17189,162828,0,0,1
17260,817303,1,0,0
17260,407649,0,0,1
17431,1100648,1,0,0
17431,1036997,1,0,1
17431,162594,0,0,0
17431,1061648,0,0,1
17474,1039277,1,0,0
17474,503325,1,0,0
17474,621833,0,0,0
17474,346840,0,0,0
17662,572062,1,0,0
17662,371330,0,0,1
17708,630206,1,1,1
17708,886027,0,0,0
17783,330672,1,1,1
17783,429591,0,0,0
17826,874933,1,0,0
17826,1025135,1,1,1
17826,791140,0,0,0
17826,1006842,0,0,1
17935,820952,1,1,1
17935,946215,0,0,0
17974,283926,1,0,0
17974,864167,1,0,1
17974,881420,1,0,0
17974,1059424,1,0,0
17974,406122,0,0,0
17974,370016,0,0,1
17974,56293,0,0,1
17974,616670,0,0,1
18034,2080,1,0,1
18034,978651,0,0,0
18045,653260,1,0,0
18045,877182,1,0,1
18045,382709,0,0,0
18045,660821,0,0,1
18160,1062654,1,0,1
18160,251991,1,0,0
18160,880901,1,0,0
18160,448679,0,0,1
18160,725617,0,0,0
18160,974920,0,0,1
18195,66594,1,1,1
18195,562150,1,0,0
18195,472919,1,0,1
18195,179419,0,0,1
18195,1021537,0,0,0
18195,1053489,0,0,0
18321,478583,1,0,0
18321,456829,1,0,0
18321,666782,1,0,1
18321,425833,0,0,0
18321,428061,0,0,1
18321,462437,0,0,1
18329,316944,1,0,1
18329,337189,0,0,0
18352,595499,1,0,0
18352,575593,1,0,0
18352,1059171,1,1,1
18352,1016138,0,1,1
18352,178573,0,0,0
18352,454936,0,1,1
18510,373457,1,0,1
18510,813476,0,0,0
18639,375589,1,1,1
18639,700868,1,0,1
18639,903766,0,0,0
18639,796026,0,0,0
19048,627898,1,0,0
19048,605193,1,0,0
19048,974982,1,0,1
19048,958599,1,0,1
19048,569714,0,0,0
19048,1044748,0,0,1
19048,874602,0,0,1
19048,85118,0,0,0
19059,778740,1,0,0
19059,50385,1,0,0
19059,726443,0,0,0
19059,741735,0,0,1
19204,516353,1,0,0
19204,527820,1,0,1
19204,1093874,0,0,1
19204,378086,0,0,0
19259,865229,1,0,0
19259,882224,1,1,1
19259,175175,1,0,1
19259,212169,1,0,0
19259,437375,0,0,0
19259,819296,0,1,1
19259,875943,0,0,1
19259,101787,0,1,1
19317,513494,1,0,1
19317,519289,0,0,0
19387,831206,1,0,0
19387,361385,1,1,1
19387,433542,0,0,0
19387,32042,0,1,1
19397,658548,1,0,0
19397,459620,1,1,1
19397,874933,1,0,0
19397,939844,1,0,1
19397,625347,0,1,1
19397,687734,0,0,0
19397,396506,0,1,1
19397,615953,0,1,1
19461,313806,1,0,1
19461,198265,1,0,1
19461,151834,1,0,1
19461,1069131,1,0,0
19461,727586,0,0,0
19461,405508,0,0,0
19461,1052925,0,0,0
19461,430029,0,0,1
19576,725790,1,0,1
19576,261911,1,0,0
19576,133822,1,0,1
19576,495645,0,0,0
19576,258792,0,0,1
19576,1062163,0,0,0
19619,56779,1,1,1
19619,474022,0,0,0
19731,189775,1,0,1
19731,213960,0,0,0
19742,496268,1,0,0
19742,163581,0,1,1
19771,586965,1,0,1
19771,498729,1,1,0
19771,282390,1,1,0
19771,889097,0,0,0
19771,956835,0,0,0
19771,1041679,0,0,0
19773,852321,1,0,0
19773,520843,0,1,1
19843,954454,1,0,0
19843,623743,1,0,0
19843,182779,0,0,1
19843,283896,0,0,1
19956,1116286,1,0,0
19956,469257,0,1,1
19976,1058562,1,0,0
19976,842005,1,0,1
19976,812558,1,0,0
19976,451276,0,0,1
19976,138655,0,0,1
19976,700264,0,0,1
19989,295988,1,0,0
19989,92942,0,1,1
20080,1078752,1,0,0
20080,1013414,1,0,0
20080,465640,0,0,1
20080,784893,0,0,0
20167,993965,1,0,1
20167,478698,1,0,0
20167,1106261,0,0,1
20167,889153,0,0,0
20190,306612,1,0,0
20190,932093,0,0,0
20329,750186,1,0,0
20329,1008862,1,0,0
20329,428970,0,1,1
20329,531085,0,1,1
20337,920881,1,0,1
20337,16988,1,0,1
20337,330761,1,0,0
20337,571155,0,0,0
20337,1012541,0,0,1
20337,407611,0,0,0
20341,130133,1,0,0
20341,628062,1,0,1
20341,70292,0,0,1
20341,1045203,0,0,0
20343,83362,1,0,1
20343,159961,0,0,0
20391,1056810,1,0,1
20391,387060,1,0,0
20391,1076058,1,0,1
20391,250131,1,0,0
20391,291163,0,0,0
20391,781884,0,0,0
20391,993053,0,0,1
20391,909841,0,0,1
20423,1077940,1,0,0
20423,429898,0,1,1
20520,129541,1,1,1
20520,426116,0,0,0
20654,73050,1,0,1
20654,929019,1,0,0
20654,788456,0,0,1
20654,947935,0,0,0
20714,624482,1,0,0
20714,788861,1,0,0
20714,349490,0,0,1
20714,126081,0,0,0
20840,923952,1,1,1
20840,187360,1,0,0
20840,560920,0,0,0
20840,476757,0,1,1
20857,45781,1,0,0
20857,152052,1,1,1
20857,27192,0,1,1
20857,811994,0,0,0
20980,599643,1,0,1
20980,639543,0,0,0
21013,876946,1,0,0
21013,313405,0,0,1
21064,1047061,1,0,0
21064,707279,0,0,1
21129,197808,1,0,1
21129,97600,1,0,1
21129,897024,0,0,0
21129,912023,0,0,0
21135,91878,1,0,1
21135,980383,1,0,0
21135,425839,0,0,0
21135,541940,0,0,1
21178,452188,1,1,1
21178,913078,0,0,0
21181,688407,1,0,0
21181,275857,0,0,1
21226,67522,1,0,0
21226,56609,0,0,1
21353,29070,1,0,1
21353,327931,1,0,1
21353,467342,0,0,0
21353,759053,0,0,0
