UserID,Split,City,State,DegreeType,WorkHistoryCount,TotalYearsExperience,CurrentlyEmployed,ManagedOthers,ManagedHowMany
6768,Train,Alden,IL,,2,6.0,1,1,2
6776,Train,Orlando,FL,1.0,5,8.0,0,0,0
6816,Train,Jackson,TN,1.0,2,4.0,1,0,0
7013,Train,Tucson,AZ,,5,22.0,1,0,0
7084,Train,Huntingdon Valley,PA,,4,26.0,0,0,0
7167,Train,Washington,PA,4.0,9,13.0,0,0,0
7194,Train,Portsmouth,VA,5.0,6,23.0,1,1,9
7311,Train,Holbrook,NY,,2,3.0,1,0,0
7313,Train,Overland Park,KS,,5,11.0,1,0,0
7460,Train,Bronx,NY,5.0,4,10.0,1,0,0
7463,Train,Clearwater,FL,1.0,9,47.0,1,0,0
7660,Train,Eugene,OR,4.0,4,6.0,1,1,6
7981,Train,Newport News,VA,3.0,1,0.0,0,0,0
8034,Train,Keyport,NJ,4.0,2,7.0,0,0,0
8121,Train,Belton,TX,1.0,4,30.0,1,1,25
8209,Train,Wappingers Falls,NY,1.0,6,31.0,0,0,0
8236,Train,San Jose,CA,5.0,3,14.0,1,1,8
8267,Train,Belen,NM,1.0,2,3.0,0,0,0
8291,Train,Lithonia,GA,3.0,6,39.0,1,1,31
8304,Train,Ceres,CA,1.0,6,28.0,1,0,0
8321,Train,Rockwall,TX,,5,12.0,1,0,0
8335,Train,Fruitland,MD,1.0,5,10.0,1,1,3
8347,Train,Cookeville,TN,1.0,2,8.0,1,0,0
8478,Train,Citrus Heights,CA,4.0,5,6.0,1,0,0
8540,Train,Gainesville,FL,4.0,5,8.0,1,0,0
8586,Train,Odessa,MO,1.0,2,35.0,0,0,0
8712,Train,Houston,TX,4.0,5,11.0,1,0,0
8830,Train,Louisville,KY,4.0,7,11.0,0,0,0
8867,Train,Humble,TX,4.0,3,5.0,0,0,0
9008,Train,Cliffside Park,NJ,4.0,6,10.0,1,1,25
9054,Test,Middletown,NJ,4.0,1,2.0,0,0,0
9061,Train,Allentown,PA,1.0,5,2.0,1,0,0
9149,Train,Owings Mills,MD,5.0,4,8.0,0,0,0
9213,Train,Appleton,WI,4.0,3,6.0,1,0,0
9335,Train,Moreno Valley,CA,,4,7.0,1,0,0
9408,Train,Lake Charles,LA,4.0,3,15.0,1,0,0
9411,Train,Rialto,CA,4.0,4,11.0,0,0,0
9526,Train,Kennesaw,GA,1.0,3,11.0,0,0,0
9565,Test,Detroit,MI,1.0,2,12.0,0,0,0
9604,Train,Chickasaw,AL,,2,10.0,0,0,0
9640,Train,Lake Bluff,IL,4.0,10,5.0,0,0,0
9784,Train,Inver Grove Heights,MN,4.0,8,8.0,1,0,0
9891,Train,Mooresville,NC,4.0,5,9.0,1,0,0
9937,Train,Downers Grove,IL,1.0,3,7.0,1,0,0
10053,Train,Pensacola,FL,1.0,1,4.0,0,0,0
10097,Train,El Paso,TX,4.0,5,7.0,0,1,6
10139,Train,Dallas,TX,4.0,2,6.0,0,0,0
10250,Train,Independence,KY,1.0,1,8.0,0,0,0
10297,Train,Martinsville,IN,5.0,6,24.0,1,0,0
10310,Train,Jacksonville,FL,1.0,3,8.0,1,1,20
10349,Train,Greensboro,NC,,6,14.0,0,0,0
10378,Train,Huntingdon Valley,PA,5.0,4,13.0,1,1,5
10498,Train,Philadelphia,PA,,4,7.0,1,0,0
10508,Train,Indianapolis,IN,1.0,4,7.0,1,0,0
10513,Train,Moreno Valley,CA,1.0,6,9.0,1,0,0
10515,Train,Houston,TX,4.0,5,6.0,0,0,0
10533,Train,Gardena,CA,4.0,10,24.0,1,0,0
10564,Train,Manvel,TX,,3,2.0,0,0,0
10610,Train,Windermere,FL,,5,32.0,1,0,0
10741,Train,Charlotte,NC,,4,13.0,1,0,0
10790,Train,Southgate,MI,1.0,6,5.0,0,0,0
10881,Train,Norfolk,VA,4.0,1,0.0,1,0,0
10915,Train,Pineville,LA,4.0,4,15.0,1,0,0
10944,Test,Richardson,TX,4.0,1,2.0,0,0,0
10951,Train,Orlando,FL,4.0,3,2.0,0,0,0
10998,Train,West Roxbury,MA,,5,13.0,1,0,0
11021,Train,Westport,MA,4.0,4,9.0,1,0,0
11129,Train,Kansas City,MO,4.0,4,4.0,1,0,0
11288,Train,Blue Springs,MO,1.0,7,16.0,1,0,0
11322,Train,Columbus,MS,1.0,2,7.0,0,0,0
11365,Train,Louisville,KY,1.0,5,20.0,0,0,0
11405,Train,Brooklyn,NY,1.0,10,30.0,1,0,0
11439,Train,Uniondale,NY,,5,5.0,1,0,0
11446,Train,Orlando,FL,,5,8.0,1,0,0
11643,Train,Bellflower,CA,4.0,2,3.0,0,0,0
11655,Train,Richmond,IN,1.0,1,3.0,0,0,0
11676,Train,Norfolk,VA,,4,15.0,1,1,75
11981,Train,Wilmington,NC,,5,6.0,1,0,0
12245,Train,Woodlake,CA,1.0,3,9.0,0,0,0
12253,Train,Vineland,NJ,1.0,3,11.0,1,0,0
12274,Train,Atlanta,GA,1.0,3,8.0,1,0,0
12280,Train,Foster City,CA,4.0,4,5.0,1,0,0
12323,Train,Beaverton,OR,4.0,5,4.0,1,0,0
12407,Train,Port Huron,MI,1.0,7,7.0,1,0,0
12446,Train,Macon,GA,1.0,5,15.0,1,0,0
12555,Train,Tampa,FL,1.0,2,4.0,1,1,23
12558,Train,Phenix City,AL,,3,2.0,0,0,0
12634,Train,Chandler,AZ,1.0,5,7.0,0,0,0
12667,Train,Euless,TX,,2,19.0,1,0,0
12725,Train,Winchester,IN,3.0,4,4.0,1,0,0
12796,Train,North Olmsted,OH,3.0,3,16.0,1,1,18
12920,Train,Woodhaven,NY,,1,22.0,1,0,0
12961,Train,Gainesville,GA,,3,5.0,0,0,0
13101,Train,Delray Beach,FL,4.0,4,12.0,1,0,0
13255,Train,Louisville,KY,1.0,6,9.0,1,0,0
13269,Train,Springfield,OH,4.0,3,8.0,1,0,0
13344,Train,Blue Springs,MO,1.0,4,10.0,0,0,0
13411,Train,Saint Davids,PA,5.0,7,6.0,1,0,0
13415,Train,Stamford,CT,,3,8.0,0,0,0
13447,Train,Chicago,IL,1.0,1,3.0,1,0,0
13537,Train,Ocean Springs,MS,1.0,5,24.0,1,0,0
13542,Train,Katy,TX,3.0,8,15.0,1,0,0
13631,Train,Ramsey,MN,,4,4.0,1,0,0
13661,Train,Ralston,NE,3.0,6,9.0,1,0,0
13691,Train,Torrance,CA,,2,5.0,1,0,0
13927,Train,Thomaston,CT,5.0,4,2.0,1,0,0
14145,Train,New Kensington,PA,4.0,4,6.0,1,0,0
14198,Train,Irmo,SC,4.0,3,18.0,0,0,0
14358,Train,Sacramento,CA,3.0,6,12.0,0,0,0
14363,Train,Bay City,MI,5.0,1,0.0,1,0,0
14381,Train,Weirton,WV,1.0,4,14.0,1,0,0
14401,Train,San Antonio,TX,1.0,8,17.0,0,0,0
14456,Train,Forestville,MD,1.0,2,4.0,0,0,0
14542,Train,New York,NY,4.0,3,2.0,0,0,0
14677,Train,Norcross,GA,4.0,9,7.0,1,1,6
14826,Train,Mechanicsburg,PA,1.0,2,12.0,1,0,0
14828,Train,Detroit,MI,3.0,6,23.0,0,0,0
14853,Train,San Jose,CA,4.0,4,10.0,1,0,0
15022,Train,Wilmington,NC,4.0,2,7.0,1,0,0
15201,Train,Brazil,IN,1.0,5,34.0,1,1,20
15216,Train,Surprise,AZ,5.0,7,24.0,0,0,0
15262,Train,Park Forest,IL,4.0,2,6.0,1,0,0
15287,Train,Jacksonville,FL,4.0,9,12.0,1,0,0
15335,Train,Simsbury,CT,5.0,8,20.0,1,0,0
15343,Train,Park Ridge,IL,1.0,2,1.0,0,0,0
15389,Train,Burleson,TX,5.0,3,10.0,1,0,0
15563,Train,Hermitage,TN,3.0,4,7.0,1,1,25
15611,Train,Houston,TX,4.0,5,12.0,1,0,0
15653,Train,Clifton Park,NY,5.0,7,26.0,0,1,50
15686,Train,Brevard,NC,4.0,3,5.0,1,0,0
15702,Train,San Diego,CA,1.0,5,7.0,1,1,10
15727,Train,Hattiesburg,MS,3.0,4,11.0,1,0,0
15858,Train,Lizton,IN,3.0,3,14.0,0,0,0
15911,Train,Nashville,TN,4.0,2,9.0,1,0,0
15996,Train,Palmetto Bay,FL,5.0,9,44.0,1,0,0
16023,Train,Woonsocket,RI,1.0,4,10.0,0,0,0
16036,Train,El Paso,TX,4.0,9,23.0,1,1,12
16315,Train,Linden,NJ,,9,10.0,1,0,0
16338,Train,Tacoma,WA,5.0,1,7.0,0,1,20
16423,Train,Merced,CA,,4,3.0,0,0,0
16470,Train,Huntsville,AL,3.0,6,4.0,1,1,5
16482,Train,Brooklyn,NY,5.0,5,10.0,1,0,0
16557,Train,Charlotte,NC,4.0,2,1.0,0,0,0
16605,Train,Montgomery,AL,5.0,6,18.0,1,0,0
16707,Train,Arlington,TX,4.0,2,3.0,0,0,0
16750,Train,Plainfield,NJ,1.0,4,9.0,0,0,0
16753,Train,Antioch,CA,1.0,2,12.0,1,0,0
16757,Train,Sharpsburg,GA,4.0,6,19.0,1,0,0
16842,Train,Kansas City,MO,1.0,5,5.0,0,0,0
17024,Train,Carson City,NV,1.0,10,8.0,0,1,20
17038,Train,New York,NY,4.0,3,6.0,1,0,0
17074,Train,Mayesville,SC,1.0,3,15.0,1,0,0
17189,Train,Bonita,CA,4.0,3,12.0,1,0,0
17260,Train,Whittier,CA,1.0,1,12.0,0,0,0
17431,Train,Clarkston,MI,5.0,3,6.0,1,0,0
17474,Train,Long Beach,CA,4.0,5,6.0,1,0,0
17662,Train,Snow Hill,MD,4.0,4,4.0,1,0,0
17708,Train,Iowa City,IA,3.0,3,7.0,1,0,0
17783,Train,El Paso,TX,1.0,2,3.0,1,0,0
17826,Train,Jacksonville,FL,1.0,4,6.0,0,0,0
17935,Train,Miami,FL,,1,2.0,0,0,0
17974,Train,Morven,NC,1.0,4,13.0,0,0,0
18034,Train,Hempstead,NY,3.0,3,5.0,1,0,0
18045,Train,Northampton,PA,4.0,5,41.0,0,0,0
18160,Train,Hollywood,FL,5.0,4,23.0,1,0,0
18195,Train,Houston,TX,1.0,4,8.0,0,0,0
18321,Train,Osceola,IN,1.0,5,22.0,1,0,0
18329,Train,Florence,KY,4.0,2,1.0,1,0,0
18352,Train,Birmingham,AL,4.0,4,21.0,1,0,0
18510,Train,Rockaway Park,NY,1.0,5,14.0,0,0,0
18639,Train,Detroit,MI,,3,8.0,0,0,0
19048,Train,Winchester,CA,1.0,4,1.0,1,0,0
19059,Train,Cheverly,MD,3.0,5,11.0,1,0,0
19204,Train,Fullerton,CA,1.0,7,9.0,1,0,0
19259,Train,Chicago,IL,4.0,3,8.0,1,0,0
19317,Train,Denton,TX,,3,4.0,1,0,0
19387,Train,Jacksonville,FL,,4,10.0,1,0,0
19397,Train,Jacksonville,FL,1.0,2,11.0,1,0,0
19461,Train,Lawrenceville,GA,4.0,3,8.0,0,0,0
19576,Train,Atlantic Beach,FL,3.0,6,26.0,1,0,0
19619,Train,Fort Wayne,IN,1.0,6,10.0,1,0,0
19731,Train,Berwyn,IL,1.0,2,4.0,0,1,2
19742,Train,Scranton,PA,3.0,4,6.0,1,0,0
19771,Train,Kansas City,KS,,1,8.0,1,0,0
19773,Train,Ontario,CA,1.0,3,9.0,1,1,1
19843,Train,Cockeysville,MD,1.0,4,8.0,1,0,0
19956,Train,Clarksville,TN,1.0,4,11.0,1,0,0
19976,Train,East Elmhurst,NY,,4,5.0,1,0,0
19989,Train,Orlando,FL,1.0,2,10.0,1,0,0
20080,Train,Prescott,WI,1.0,6,28.0,1,0,0
20167,Train,Philadelphia,PA,1.0,4,20.0,1,0,0
20190,Train,Alpharetta,GA,4.0,6,16.0,1,0,0
20329,Train,Atlanta,GA,1.0,5,5.0,0,0,0
20337,Train,Newark,DE,1.0,4,22.0,1,0,0
20341,Train,Clayton,NJ,1.0,3,12.0,0,1,7
20343,Train,Plano,TX,1.0,7,29.0,1,0,0
20391,Train,Grand Prairie,TX,1.0,4,6.0,1,0,0
20423,Train,Melbourne,FL,1.0,1,9.0,0,1,45
20520,Train,Miami,FL,4.0,3,4.0,1,0,0
20654,Train,Newark,NJ,3.0,2,2.0,0,0,0
20714,Train,Flower Mound,TX,5.0,4,4.0,1,0,0
20840,Train,Fayetteville,NC,5.0,3,12.0,1,0,0
20857,Train,Houston,TX,4.0,4,5.0,0,0,0
20980,Train,Indianapolis,IN,,5,14.0,0,0,0
21013,Train,Sun Valley,CA,1.0,3,5.0,0,0,0
21064,Train,Hatfield,PA,4.0,3,6.0,1,0,0
21129,Train,Corona,CA,1.0,4,6.0,0,0,0
21135,Train,Swanton,OH,5.0,6,29.0,1,1,14
21178,Train,New Orleans,LA,,3,2.0,1,0,0
21181,Train,Athens,AL,,6,14.0,0,0,0
21226,Train,Petersburg,IL,2.0,4,11.0,0,1,5
21353,Train,Smyrna,TN,,3,3.0,1,0,0
21375,Train,Glen Oaks,NY,4.0,4,13.0,1,1,2
21398,Train,Columbus,GA,1.0,1,14.0,0,0,0
21588,Train,Morrow,GA,2.0,1,1.0,0,1,12
21661,Train,Saint Louis,MO,1.0,1,5.0,1,0,0
21670,Train,Country Club Hills,IL,5.0,6,8.0,1,1,10
21707,Train,Austin,TX,4.0,5,4.0,1,0,0
21772,Train,Houston,TX,1.0,2,7.0,0,0,0
21800,Train,Sunland,CA,4.0,3,18.0,1,0,0
21847,Train,Middle Village,NY,4.0,1,1.0,0,0,0
22048,Train,Loganville,GA,1.0,1,11.0,1,0,0
22134,Train,Fort Lauderdale,FL,3.0,2,30.0,1,0,0
22163,Train,Fort Lauderdale,FL,1.0,1,16.0,1,1,30
22179,Train,Little Rock,AR,4.0,7,9.0,1,0,0
22475,Train,Detroit,MI,3.0,2,4.0,0,0,0
22515,Train,San Diego,CA,4.0,5,10.0,1,0,0
22674,Train,Palm Bay,FL,4.0,7,11.0,1,0,0
22820,Train,Jackson,MS,5.0,4,13.0,1,0,0
22826,Train,Columbia,SC,,4,8.0,1,1,5
22831,Train,Peoria,IL,4.0,7,17.0,0,0,0
22838,Train,Keansburg,NJ,1.0,2,11.0,0,1,15
22856,Train,Phoenix,AZ,1.0,6,6.0,0,0,0
22893,Train,Minneapolis,MN,4.0,4,6.0,1,0,0
23003,Train,Topeka,KS,6.0,1,0.0,0,0,0
23006,Train,Olathe,KS,4.0,3,7.0,1,0,0
23136,Train,Knoxville,TN,1.0,3,6.0,0,0,0
23171,Train,Overland Park,KS,3.0,6,33.0,1,0,0
23201,Train,San Jose,IL,1.0,1,1.0,0,0,0
23209,Train,Comstock Park,MI,3.0,3,8.0,1,1,25
23213,Train,Scottsville,VA,3.0,1,3.0,0,0,0
23240,Train,Cocoa,FL,4.0,7,19.0,1,0,0
23258,Train,Monroe,NY,4.0,2,1.0,0,0,0
23343,Train,Laurel,MD,1.0,4,7.0,0,0,0
23473,Train,Stanley,NC,4.0,6,7.0,1,0,0
23543,Train,Alexandria,IN,4.0,3,11.0,1,0,0
23645,Train,New Orleans,LA,4.0,3,6.0,1,0,0
23796,Train,North Charleston,SC,1.0,5,10.0,1,0,0
23811,Train,Charlotte,NC,4.0,2,7.0,1,0,0
23847,Train,Victor,NY,4.0,2,16.0,0,1,3
24053,Train,Parsippany,NJ,4.0,4,18.0,1,0,0
24144,Train,Detroit,MI,6.0,4,1.0,0,0,0
24154,Train,Saint Petersburg,FL,3.0,7,11.0,1,0,0
24371,Train,Plano,TX,3.0,5,6.0,0,0,0
24394,Train,Englewood,NJ,5.0,3,8.0,1,0,0
24411,Train,Martinez,GA,1.0,2,5.0,0,0,0
24430,Train,Huntsville,AL,4.0,4,9.0,1,0,0
24488,Train,Whiteland,IN,,1,3.0,1,0,0
24493,Train,Tuscaloosa,AL,,4,9.0,1,0,0
24513,Train,Mc David,FL,4.0,3,16.0,1,0,0
24590,Train,San Pedro,CA,4.0,5,4.0,0,0,0
24648,Train,Kansas City,MO,1.0,7,25.0,1,0,0
24676,Train,Billings,MT,,3,9.0,0,1,25
24696,Train,Midlothian,VA,4.0,2,25.0,1,0,0
24702,Train,Chicago,IL,4.0,4,12.0,1,1,10
24841,Train,Carson,CA,1.0,3,3.0,0,0,0
25001,Train,Detroit,MI,4.0,4,7.0,0,1,15
25084,Train,Baton Rouge,LA,4.0,5,16.0,1,0,0
25145,Train,Charlotte,NC,,6,10.0,1,0,0
25415,Train,Detroit,MI,,3,6.0,0,0,0
25486,Train,Indianapolis,IN,3.0,6,8.0,1,0,0
25691,Train,Cincinnati,OH,,7,10.0,1,0,0
25773,Train,Overland Park,KS,1.0,6,21.0,1,0,0
25813,Train,North Attleboro,MA,1.0,5,6.0,1,0,0
25865,Train,Tacoma,WA,5.0,8,7.0,1,1,10
25871,Train,Cleveland,OH,4.0,2,9.0,0,1,10
25906,Train,Maitland,FL,1.0,4,2.0,0,0,0
25922,Train,Milwaukee,WI,1.0,4,6.0,0,0,0
26003,Train,Sacramento,CA,5.0,2,4.0,1,0,0
26010,Train,Philadelphia,PA,3.0,9,25.0,0,0,0
26048,Train,Savannah,GA,3.0,3,18.0,1,1,2
26069,Train,Milwaukee,WI,3.0,3,12.0,0,0,0
26106,Train,Fort Wayne,IN,3.0,3,5.0,0,0,0
26145,Train,San Diego,CA,4.0,5,7.0,1,0,0
26281,Train,Suwanee,GA,4.0,9,26.0,1,0,0
26326,Train,Lewisville,TX,4.0,4,23.0,1,0,0
26357,Train,Purcellville,VA,1.0,9,19.0,0,0,0
26384,Train,West Palm Beach,FL,,4,23.0,1,0,0
26411,Train,Downey,CA,1.0,10,19.0,0,0,0
26691,Train,Los Angeles,CA,4.0,2,1.0,0,0,0
26735,Train,Baltimore,MD,4.0,7,13.0,1,0,0
26766,Train,Escondido,CA,,6,10.0,1,0,0
26798,Train,Belleville,IL,4.0,4,12.0,0,0,0
26863,Train,Orlando,FL,4.0,4,4.0,1,0,0
26905,Train,Lancaster,PA,3.0,2,2.0,1,0,0
27100,Train,Saint Michael,MN,4.0,5,15.0,0,0,0
27104,Train,Santa Monica,CA,4.0,5,6.0,1,0,0
27186,Test,Nashville,TN,4.0,6,9.0,1,0,0
27249,Train,Melbourne,FL,2.0,3,8.0,0,0,0
27257,Train,Gloversville,NY,3.0,4,17.0,0,0,0
27330,Train,Oklahoma City,OK,1.0,3,9.0,1,0,0
27339,Train,Liberty,NC,1.0,4,5.0,1,0,0
27427,Train,Philadelphia,PA,4.0,5,2.0,1,0,0
27682,Train,Naperville,IL,4.0,10,6.0,1,0,0
27691,Train,Macedonia,OH,3.0,4,19.0,1,0,0
27692,Train,Apache Junction,AZ,1.0,5,8.0,0,0,0
27759,Train,Smyrna,GA,5.0,9,19.0,1,0,0
27766,Train,Boise,ID,1.0,5,12.0,0,0,0
27892,Train,Chillicothe,OH,4.0,3,8.0,1,0,0
28139,Train,Wayne,NJ,4.0,3,2.0,1,0,0
28163,Train,Houma,LA,1.0,4,7.0,1,0,0
28208,Train,Saint Joseph,MO,1.0,5,13.0,0,0,0
28237,Train,New York,NY,5.0,5,9.0,0,0,0
28388,Train,Newburgh,NY,4.0,3,9.0,1,0,0
28502,Train,Gilbert,SC,,4,10.0,1,0,0
28608,Train,Boca Raton,FL,4.0,8,6.0,1,0,0
28651,Train,Rochester,MI,1.0,7,5.0,1,0,0
28664,Train,Detroit,MI,3.0,4,17.0,0,1,23
28687,Train,Sacramento,CA,5.0,3,2.0,1,0,0
28724,Train,Cincinnati,OH,4.0,9,32.0,0,1,20
28773,Train,Riverside,NJ,1.0,2,5.0,1,1,6
28802,Train,White,SD,3.0,3,5.0,1,1,20
28831,Train,Baltimore,MD,1.0,4,10.0,1,0,0
28864,Train,Brownsburg,IN,3.0,3,6.0,1,0,0
28896,Train,New York,NY,3.0,4,4.0,0,1,40
28958,Train,Alexandria,VA,,6,6.0,1,0,0
29159,Train,Oklahoma City,OK,1.0,3,7.0,1,0,0
29366,Train,Indianapolis,IN,1.0,5,32.0,0,0,0
29417,Train,Mesquite,TX,1.0,2,2.0,0,0,0
29466,Train,Fredericksburg,VA,1.0,2,9.0,0,0,0
29480,Train,Stratford,CT,4.0,2,17.0,1,0,0
29530,Train,Burke,VA,4.0,2,2.0,1,0,0
29594,Train,Cleveland,OH,3.0,3,6.0,1,1,4
29780,Train,Poughkeepsie,NY,3.0,3,6.0,1,0,0
29917,Train,Bath,PA,1.0,3,12.0,1,0,0
29941,Train,Brooklyn,NY,3.0,3,6.0,1,1,15
29979,Train,Mobile,AL,3.0,4,9.0,1,0,0
30091,Train,Yuma,AZ,,3,12.0,1,0,0
30106,Train,Sun Valley,CA,1.0,3,7.0,1,0,0
30220,Train,Frederick,MD,1.0,3,15.0,1,0,0
30250,Train,Rochester,NY,1.0,8,11.0,0,0,0
30256,Train,Belmont,NC,4.0,4,6.0,1,0,0
30277,Train,Union,MO,1.0,4,5.0,1,0,0
30292,Train,Waldorf,MD,1.0,10,17.0,0,1,4
30410,Train,New York,NY,,3,3.0,1,1,10
30467,Train,Doylestown,OH,1.0,5,38.0,0,0,0
30532,Train,Moncks Corner,SC,1.0,7,31.0,1,0,0
30584,Train,Lititz,PA,4.0,7,3.0,0,0,0
30594,Train,Riverside,CA,,3,8.0,1,0,0
30640,Train,Eden Prairie,MN,4.0,4,3.0,0,0,0
30829,Train,Tolleson,AZ,1.0,4,10.0,1,1,10
30920,Train,Ventura,CA,1.0,2,6.0,0,1,12
31100,Train,Boston,MA,1.0,3,10.0,1,1,15
31416,Train,Phoenix,AZ,3.0,3,5.0,1,0,0
31418,Train,Cincinnati,OH,1.0,4,4.0,1,0,0
31432,Train,Monmouth,OR,4.0,4,4.0,0,1,5
31701,Train,Sandy Springs,GA,,3,5.0,0,0,0
31857,Train,Colorado Springs,CO,4.0,2,2.0,1,0,0
32251,Train,New York,NY,4.0,3,4.0,0,0,0
32305,Train,El Cajon,CA,4.0,6,8.0,0,0,0
